dfed27dcd8293773b6d8d2da5bb47b898e782179|2026-08-31|zoomote[bot]|2|2||webview-ui/src/components/chat/ChatView.tsx webview-ui/src/components/chat/__tests__/ChatView.scroll-debug-repro.spec.tsx |[Fix] Approval controls disappear when user scrolls through chat (#1448)
9c9e68c96163ec31596c1f0be2b07fd9549f48da|2026-09-01|zoomote[bot]|4|4|eslint-suppressions.json;eslint.config.mjs;|src/eslint.config.mjs src/eslint-suppressions.json src/extension.ts src/__tests__/extension.spec.ts |[Refactor] Remove obsolete cloud account lifecycle listeners (#1353)
972e750787c4ceb7ae8f7055741e10d162f02499|2026-09-01|Alexei Gubin|70|30|ClineProvider.ts;package.json;pnpm-lock.yaml;eslint.config.mjs;|apps/cli/src/agent/__tests__/extension-host.test.ts apps/vscode-e2e/src/suite/index.ts apps/vscode-e2e/src/suite/providers/bedrock.test.ts apps/vscode-e2e/src/suite/providers/openrouter.test.ts apps/vscode-e2e/src/suite/tools/terminal-profile.test.ts packages/cloud/eslint.config.mjs packages/cloud/src/__tests__/CloudSettingsService.parsing.test.ts packages/config-eslint/package.json packages/types/src/__tests__/provider-model-id.test.ts pnpm-lock.yaml src/core/config/__tests__/ProviderSettingsManager.spec.ts src/core/webview/ClineProvider.ts src/eslint.config.mjs src/package.json src/services/code-index/config-manager.ts src/services/code-index/__tests__/config-manager.spec.ts src/shared/api.ts webview-ui/src/components/chat/CodeIndexPopover.tsx webview-ui/src/components/chat/__tests__/TaskHeader.spec.tsx webview-ui/src/components/settings/providers/__tests__/OpenCodeGo.spec.tsx webview-ui/src/components/settings/providers/__tests__/ZooGateway.spec.tsx webview-ui/src/components/settings/__tests__/ApiOptions.spec.tsx webview-ui/src/components/settings/__tests__/SettingsView.change-detection.spec.tsx webview-ui/src/components/settings/__tests__/SettingsView.unsaved-changes.spec.tsx webview-ui/src/components/welcome/__tests__/WelcomeViewProvider.spec.tsx webview-ui/src/components/welcome/WelcomeViewProvider.tsx webview-ui/src/context/ExtensionStateContext.tsx webview-ui/src/context/__tests__/ExtensionStateContext.spec.tsx webview-ui/src/__tests__/ContextWindowProgress.spec.tsx webview-ui/src/utils/__tests__/validate.spec.ts |refactor(eslint): share provider identifier rule across packages (#1421)
104700e925b9bde62b63057e7a7ffd476c70e414|2026-09-01|zoomote[bot]|1|0|||fix: open Renovate PRs before status checks (#1473)
a5f4192bf5c26b890da4f4a1d157bf19b4b895ce|2026-09-01|eason liang|3|2||src/api/providers/bedrock.ts src/api/providers/__tests__/bedrock.spec.ts |feat(api): abort signal support for bedrock (completePrompt + createMessage) (#1292)
6b319e3301987ce542041f7424790868b301dbe0|2026-09-01|zoomote[bot]|2|1|workflows;|.github/workflows/label-pr-review-state.yml |[Fix] PR labels remain stale after CI completes (#1467)
1a7e71883f29accc4a6572ed144070f9a8fcf2ab|2026-09-01|zoomote[bot]|15|4|ClineProvider.ts;package.json;workflows;|AGENTS.md .github/workflows/code-qa.yml package.json src/core/webview/ClineProvider.ts |[Chore] Add concurrent task lifecycle model check (#1478)
a1ca0c8f777e044500354f94836d57fd5630ddf1|2026-09-01|zoomote[bot]|1|0|||chore: ground CodeRabbit reviews with web search (#1490)
5e8fcc8469e19bc33ddf3c11bd477589dedf1a1b|2026-09-02|PipeYume|4|0|||[Feat] Add deepseek-v4-flash-vision-exp to Deepseek AI  (#1438)
22cc416ba4db639a974987c0bbe61be0d3b07541|2026-09-03|Enes TUNÇ|1|1||src/api/index.ts |refactor(api): make Gemini CLI handler routing explicit (#1442)
4e8fa09f268f982776ffb68c2e856b2f10b510a8|2026-09-03|dw|16|4||src/api/providers/lm-studio.ts src/api/providers/qwen-code.ts src/api/providers/__tests__/openai.spec.ts src/api/providers/unbound.ts |fix: yield reasoning chunks before content chunks in providers (#1462)
